opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,5009377.085,-18785164.06875,6261721.35625"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,11271098.44125,-18785164.06875,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,7514065.6275,-13775786.98375,8766409.89875"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-16280475.52625,5009377.085,-15028131.255,6261721.35625"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,6261721.35625,-13775786.98375,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-16280475.52625,11271098.44125,-15028131.255,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,8766409.89875,-13775786.98375,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","18785164.06875,5009377.085,20037508.34,6261721.35625"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","18785164.06875,11271098.44125,20037508.34,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,5009377.085,18785164.06875,6261721.35625"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,10018754.17,-13775786.98375,11271098.44125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,5009377.085,-13775786.98375,6261721.35625"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-13775786.98375,7514065.6275,-12523442.7125,8766409.89875"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,11271098.44125,18785164.06875,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-13775786.98375,8766409.89875,-12523442.7125,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,11271098.44125,-13775786.98375,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-13775786.98375,5009377.085,-12523442.7125,6261721.35625"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-13775786.98375,10018754.17,-12523442.7125,11271098.44125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-13775786.98375,11271098.44125,-12523442.7125,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-13775786.98375,6261721.35625,-12523442.7125,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,5009377.085,-15028131.255,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,7514065.6275,-15028131.255,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,10018754.17,-17532819.7975,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,5009377.085,-17532819.7975,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,7514065.6275,-17532819.7975,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,7514065.6275,20037508.34,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,5009377.085,-12523442.7125,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,7514065.6275,-12523442.7125,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,10018754.17,-15028131.255,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,5009377.085,20037508.34,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,10018754.17,20037508.34,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,2504688.5425,-17532819.7975,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,10018754.17,15028131.255,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,7514065.6275,15028131.255,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,10018754.17,-12523442.7125,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,5009377.085,17532819.7975,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,10018754.17,17532819.7975,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,7514065.6275,17532819.7975,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,5009377.085,15028131.255,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,12523442.7125,-17532819.7975,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,7514065.6275,-10018754.17,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,12523442.7125,-15028131.255,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,12523442.7125,-12523442.7125,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,12523442.7125,20037508.34,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,2504688.5425,17532819.7975,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,0,-17532819.7975,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,2504688.5425,-12523442.7125,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,2504688.5425,15028131.255,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,2504688.5425,-15028131.255,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,2504688.5425,20037508.34,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,5009377.085,-10018754.17,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,0,20037508.34,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,12523442.7125,17532819.7975,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,10018754.17,-10018754.17,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,0,-15028131.255,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,2504688.5425,-10018754.17,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,0,-12523442.7125,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,0,17532819.7975,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,12523442.7125,-10018754.17,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,12523442.7125,15028131.255,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,0,-10018754.17,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,0,15028131.255,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,10018754.17,-7514065.6275,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,12523442.7125,-7514065.6275,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,5009377.085,-7514065.6275,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,0,-7514065.6275,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,2504688.5425,-7514065.6275,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,7514065.6275,-7514065.6275,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,12523442.7125,12523442.7125,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,10018754.17,12523442.7125,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,5009377.085,12523442.7125,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,7514065.6275,12523442.7125,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,2504688.5425,12523442.7125,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,0,12523442.7125,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,12523442.7125,10018754.17,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,10018754.17,10018754.17,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,5009377.085,10018754.17,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,2504688.5425,10018754.17,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,0,10018754.17,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,7514065.6275,10018754.17,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,7514065.6275,-10018754.17,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,5009377.085,-10018754.17,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,0,-10018754.17,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,12523442.7125,-10018754.17,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,2504688.5425,-10018754.17,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-12523442.7125,10018754.17,-10018754.17,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,12523442.7125,-7514065.6275,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,10018754.17,-7514065.6275,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,2504688.5425,-7514065.6275,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,7514065.6275,-7514065.6275,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,0,-7514065.6275,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-10018754.17,5009377.085,-7514065.6275,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-7514065.6275,12523442.7125,-5009377.085,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-7514065.6275,10018754.17,-5009377.085,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-7514065.6275,7514065.6275,-5009377.085,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-7514065.6275,5009377.085,-5009377.085,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-7514065.6275,2504688.5425,-5009377.085,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-7514065.6275,0,-5009377.085,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,12523442.7125,-2504688.5425,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,10018754.17,-2504688.5425,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,7514065.6275,-2504688.5425,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,5009377.085,-2504688.5425,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,2504688.5425,-2504688.5425,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,0,-2504688.5425,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,12523442.7125,0,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,10018754.17,0,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,7514065.6275,0,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,5009377.085,0,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,2504688.5425,0,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,5009377.085,2504688.5425,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,12523442.7125,2504688.5425,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,7514065.6275,2504688.5425,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,0,0,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,10018754.17,2504688.5425,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,2504688.5425,2504688.5425,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,10018754.17,5009377.085,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,0,2504688.5425,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,2504688.5425,5009377.085,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,12523442.7125,5009377.085,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,5009377.085,5009377.085,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,7514065.6275,5009377.085,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,12523442.7125,7514065.6275,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,7514065.6275,7514065.6275,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,5009377.085,7514065.6275,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,10018754.17,7514065.6275,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,0,5009377.085,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,2504688.5425,7514065.6275,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,12523442.7125,10018754.17,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,5009377.085,10018754.17,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,2504688.5425,10018754.17,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,7514065.6275,10018754.17,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,10018754.17,10018754.17,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,0,7514065.6275,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,12523442.7125,12523442.7125,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,10018754.17,12523442.7125,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,0,10018754.17,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,5009377.085,12523442.7125,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,2504688.5425,12523442.7125,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,7514065.6275,12523442.7125,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,12523442.7125,15028131.255,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,0,12523442.7125,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,10018754.17,15028131.255,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,5009377.085,15028131.255,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,2504688.5425,15028131.255,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,12523442.7125,17532819.7975,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,7514065.6275,15028131.255,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,0,15028131.255,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,12523442.7125,20037508.34,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,7514065.6275,17532819.7975,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,10018754.17,17532819.7975,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,5009377.085,17532819.7975,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,2504688.5425,17532819.7975,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,0,17532819.7975,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,12523442.7125,-17532819.7975,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,7514065.6275,20037508.34,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,2504688.5425,20037508.34,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,10018754.17,20037508.34,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,5009377.085,20037508.34,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,0,20037508.34,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,0,-17532819.7975,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,5009377.085,-17532819.7975,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,12523442.7125,-15028131.255,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,7514065.6275,-17532819.7975,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,10018754.17,-17532819.7975,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,7514065.6275,-15028131.255,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,10018754.17,-15028131.255,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,2504688.5425,-17532819.7975,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,12523442.7125,-12523442.7125,15028131.255"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,5009377.085,-15028131.255,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,2504688.5425,-15028131.255,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,0,-15028131.255,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,7514065.6275,-12523442.7125,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,10018754.17,-12523442.7125,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,2504688.5425,-12523442.7125,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,5009377.085,-12523442.7125,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,0,-12523442.7125,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,-2504688.5425,-17532819.7975,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,-2504688.5425,-15028131.255,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-15028131.255,-2504688.5425,-12523442.7125,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,-2504688.5425,12523442.7125,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,-2504688.5425,20037508.34,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,-2504688.5425,17532819.7975,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,-2504688.5425,15028131.255,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,-2504688.5425,10018754.17,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,7514065.6275,7514065.6275,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,2504688.5425,7514065.6275,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,5009377.085,7514065.6275,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,0,7514065.6275,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,10018754.17,7514065.6275,12523442.7125"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,-5009377.085,7514065.6275,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","5009377.085,-2504688.5425,7514065.6275,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","7514065.6275,-5009377.085,10018754.17,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","10018754.17,-5009377.085,12523442.7125,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","12523442.7125,-5009377.085,15028131.255,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","15028131.255,-5009377.085,17532819.7975,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","17532819.7975,-5009377.085,20037508.34,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-20037508.34,-5009377.085,-17532819.7975,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-17532819.7975,-5009377.085,-15028131.255,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,7514065.6275,5009377.085,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,5009377.085,5009377.085,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,0,5009377.085,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,2504688.5425,5009377.085,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,-2504688.5425,5009377.085,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","2504688.5425,-5009377.085,5009377.085,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,7514065.6275,2504688.5425,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,0,2504688.5425,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,2504688.5425,2504688.5425,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,5009377.085,2504688.5425,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,-2504688.5425,2504688.5425,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","0,-5009377.085,2504688.5425,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,2504688.5425,0,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,5009377.085,0,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,7514065.6275,0,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,0,0,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,5009377.085,-2504688.5425,7514065.6275"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,7514065.6275,-2504688.5425,10018754.17"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,2504688.5425,-2504688.5425,5009377.085"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,0,-2504688.5425,2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,-2504688.5425,0,0"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,-5009377.085,-2504688.5425,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-2504688.5425,-5009377.085,0,-2504688.5425"
opengeo:countries,"image/png","","TRUE","true","EPSG:900913","256","256","-5009377.085,-2504688.5425,-2504688.5425,0"
